id,longitude,latitude,time,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m
20240103T04,77.56952478372068,12.980655855527084,2024-01-03 04:00:00,293.72608947753906,1.7136335372924805e-06,-3.230560302734375,0.840484619140625
20240103T05,77.56952478372068,12.980655855527084,2024-01-03 05:00:00,295.71299743652344,1.7136335372924805e-06,-2.7340087890625,0.664637565612793
20240103T06,77.56952478372068,12.980655855527084,2024-01-03 06:00:00,297.69752502441406,1.7136335372924805e-06,-2.226806640625,0.5810298919677734
20240103T07,77.56952478372068,12.980655855527084,2024-01-03 07:00:00,298.2936248779297,1.7136335372924805e-06,-1.9195556640625,0.33477210998535156
20240103T08,77.56952478372068,12.980655855527084,2024-01-03 08:00:00,299.26954650878906,1.7136335372924805e-06,-1.93115234375,0.1443042755126953
20240103T09,77.56952478372068,12.980655855527084,2024-01-03 09:00:00,299.16668701171875,1.7136335372924805e-06,-2.01348876953125,0.0075435638427734375
20240103T10,77.56952478372068,12.980655855527084,2024-01-03 10:00:00,298.87757873535156,1.7136335372924805e-06,-2.1641693115234375,-0.03574943542480469
20240103T11,77.56952478372068,12.980655855527084,2024-01-03 11:00:00,298.3855285644531,1.7136335372924805e-06,-2.3340911865234375,0.019109725952148438
20240103T12,77.56952478372068,12.980655855527084,2024-01-03 12:00:00,297.59974670410156,6.748735904693604e-05,-2.11822509765625,0.1613922119140625
20240103T13,77.56952478372068,12.980655855527084,2024-01-03 13:00:00,296.51438903808594,8.958578109741211e-05,-2.2491912841796875,0.13848304748535156
20240103T14,77.56952478372068,12.980655855527084,2024-01-03 14:00:00,295.5056457519531,8.958578109741211e-05,-2.6288604736328125,0.3032798767089844
20240103T15,77.56952478372068,12.980655855527084,2024-01-03 15:00:00,294.6491394042969,0.00010930001735687256,-2.6376953125,0.4145221710205078
20240103T16,77.56952478372068,12.980655855527084,2024-01-03 16:00:00,293.88084411621094,0.00011109709739187679,-2.7729339599609375,0.8966188430786133
20240103T17,77.56952478372068,12.980655855527084,2024-01-03 17:00:00,293.3444366455078,0.00011109709739187679,-2.92779541015625,1.0803985595703125
